Assessmentyear,Year,SSB,SSB_SD,SSB_LOW,SSB_UPP,R,R_SD,R_LOW,R_UPP,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,Favg,Fmsy,Bmsy,F.Fmsy,B.Bmsy,assessmenttype
2015,1993,9082.1,333.075,8440,9773.05,16790.8,3397.07,11248.6,25063.5,0,0.02,0.06,0.11,0.17,0.22,0.29,0.44,0.71,1.16,1.16,1.16,0.46,0.25,6301.68897,1.825906679,1.441216798,assessment
2015,1994,7633.88,282.333,7089.77,8219.75,19068.6,3498.37,13252,27438.2,0,0.02,0.07,0.15,0.27,0.38,0.46,0.67,1.03,1.35,1.35,1.35,0.59,0.22,6314.48222,2.634355375,1.208947897,assessment
2015,1995,5531.92,229.982,5090.74,6011.33,30506.9,3562.71,24171.6,38502.8,0.01,0.04,0.16,0.32,0.61,0.74,0.8,0.95,1.23,1.44,1.44,1.44,0.76,0.19,5920.82016,3.927259593,0.934316505,assessment
2015,1996,3861.64,183.23,3512.22,4245.83,18893.6,3605.19,12943.6,27578.8,0.01,0.06,0.21,0.54,1.03,1.05,0.97,0.96,1.07,1.1,1.1,1.1,0.77,0.16,5847.66022,4.696586312,0.660373526,assessment
2015,1997,2965.16,150.621,2678.89,3282.02,30167.7,4001.72,23164.7,39287.8,0.01,0.06,0.25,1.03,1.57,1.22,0.9,0.87,0.95,1.01,1.01,1.01,0.82,0.15,5647.89775,5.476093603,0.525002422,assessment
2015,1998,3073.73,157.158,2775.14,3404.45,24433,4319.94,17202.2,34703.2,0.01,0.06,0.14,0.66,0.86,0.63,0.5,0.48,0.53,0.6,0.6,0.6,0.47,0.14,5950.06167,3.328841601,0.516587923,assessment
2015,1999,3794.7,169.961,3469.72,4150.13,33904.5,4812.06,25561.9,44969.9,0.01,0.04,0.1,0.41,0.51,0.4,0.32,0.3,0.36,0.44,0.44,0.44,0.31,0.14,6252.79817,2.269016015,0.606880295,assessment
2015,2000,4834.18,182.924,4481.95,5214.08,41322.9,4592.18,33110.2,51572.8,0.01,0.05,0.08,0.24,0.42,0.34,0.27,0.27,0.33,0.43,0.43,0.43,0.27,0.15,5991.65337,1.78215261,0.806819037,assessment
2015,2001,5690.21,183.631,5334.64,6069.48,12862.4,3216.43,7859.71,21049.5,0.02,0.11,0.13,0.23,0.47,0.44,0.35,0.34,0.44,0.59,0.59,0.59,0.36,0.15,6203.9711,2.394382202,0.917188347,assessment
2015,2002,6543.83,179.228,6195.08,6912.22,19659.3,2214.04,15705.7,24608.3,0.01,0.03,0.06,0.16,0.34,0.35,0.31,0.34,0.5,0.74,0.74,0.74,0.36,0.16,6791.76225,2.216752245,0.963495152,assessment
2015,2003,6847.94,167.257,6521.52,7190.71,3683.32,978.712,2184.58,6210.28,0.01,0.04,0.08,0.13,0.26,0.32,0.28,0.32,0.52,0.82,0.82,0.82,0.37,0.17,6879.59889,2.188071838,0.995398149,assessment
2015,2004,6474.75,144.222,6192.67,6769.68,8322.41,1057.37,6461.54,10719.2,0.01,0.04,0.09,0.13,0.21,0.31,0.31,0.35,0.59,0.88,0.88,0.88,0.39,0.18,6800.5245,2.205289782,0.95209568,assessment
2015,2005,5676.41,124.397,5433.01,5930.7,4851.19,696.906,3645.08,6456.4,0.02,0.06,0.12,0.13,0.17,0.27,0.31,0.35,0.55,0.85,0.85,0.85,0.38,0.19,6424.84029,1.994757714,0.8835099,assessment
2015,2006,4595.42,103.897,4392.28,4807.96,5991.97,774.409,4632.09,7751.09,0.02,0.12,0.22,0.19,0.17,0.26,0.37,0.43,0.65,0.87,0.87,0.87,0.42,0.19,5810.32432,2.162352886,0.790905937,assessment
2015,2007,3324.48,82.6878,3163.18,3494.01,8023.67,1077.93,6140.52,10484.3,0.02,0.1,0.3,0.32,0.26,0.28,0.39,0.55,0.82,1.07,1.07,1.07,0.52,0.21,5453.51717,2.505055928,0.609602922,assessment
2015,2008,2381.55,71.3555,2243.06,2528.59,3944.99,894.88,2520.47,6174.61,0.02,0.13,0.33,0.32,0.29,0.35,0.39,0.54,0.73,1.02,1.02,1.02,0.51,0.18,5742.81817,2.784568583,0.414700575,assessment
2015,2009,1598.44,67.9961,1468.13,1740.32,8841.85,1222.53,6714.51,11643.2,0.01,0.07,0.2,0.34,0.48,0.59,0.58,0.8,0.94,1.22,1.22,1.22,0.64,0.19,5847.51501,3.358606163,0.273353723,assessment
2015,2010,1290.83,85.0584,1131.61,1472.46,5181.26,956.155,3593.24,7471.12,0.01,0.06,0.17,0.36,0.44,0.51,0.44,0.59,0.89,1.02,1.02,1.02,0.54,0.16,6533.24487,3.366081078,0.197578696,assessment
2015,2011,1381.78,114.274,1171.47,1629.86,5084.68,945.744,3516.25,7352.73,0.01,0.08,0.18,0.12,0.17,0.4,0.36,0.31,0.43,0.49,0.49,0.49,0.3,0.2,5102.81389,1.503939404,0.27078785,assessment
2015,2012,1552.25,146.966,1285.02,1875.07,9828.49,1735.47,6922.94,13953.5,0,0.03,0.14,0.06,0.15,0.4,0.27,0.21,0.27,0.29,0.29,0.29,0.2,0.2,4845.94548,1.0211158,0.320319328,assessment
2015,2013,1814.18,182.195,1484.8,2216.62,10886.8,2492.47,6927.51,17109,0,0.02,0.06,0.05,0.14,0.23,0.19,0.17,0.23,0.28,0.28,0.28,0.16,0.21,5205.45928,0.78871377,0.348514877,assessment
2015,2014,2221.93,236.986,1796.19,2748.6,7097.75,2251.45,3820.99,13184.6,0.01,0.02,0.04,0.05,0.13,0.14,0.13,0.14,0.25,0.36,0.36,0.36,0.17,0.21,5804.37941,0.792427136,0.382802336,assessment
2015,2015,2719.76,322.846,2146.77,3445.68,12489.1,4815.27,5931.61,26295.9,0.01,0.01,0.03,0.06,0.12,0.13,0.12,0.14,0.26,0.43,0.43,0.43,0.18,0.21,6190.8581,0.843183619,0.439318743,assessment
2015,2016,3174,424.164,2432.45,4141.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assessment
2016,1970,9770.06,906.522,8118.52,11757.6,7938.53,1158.67,5937.9,10613.2,0,0,0,0,0.01,0.02,0.04,0.04,0.02,0.01,0.01,0.01,0.01,0.23,4544.42663,0.05953,2.1499,assessment
2016,1971,8871.72,840.819,7342.96,10718.8,8273.95,1111.31,6332.43,10810.7,0,0,0,0.01,0.01,0.03,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.23,4473.71653,0.0925,1.98308,assessment
2016,1972,8288.66,786.58,6858.7,10016.8,8998.15,1111.13,7035.61,11508.1,0,0,0.01,0,0.01,0.02,0.04,0.04,0.02,0.01,0.01,0.01,0.01,0.24,4118.27649,0.06256,2.01265,assessment
2016,1973,7910.67,742.048,6560.17,9539.19,9692.42,1142.1,7663.65,12258.3,0,0,0.01,0.01,0.01,0.03,0.06,0.06,0.03,0.01,0.01,0.01,0.02,0.24,3871.55821,0.08971,2.04328,assessment
2016,1974,7633.08,703.885,6349.98,9175.44,12269.8,1317.8,9904.09,15200.5,0,0.01,0.03,0.02,0.02,0.05,0.08,0.09,0.04,0.03,0.03,0.03,0.03,0.21,3947.86483,0.16736,1.93347,assessment
2016,1975,7511.01,670.234,6285.57,8975.36,17738.8,1639.64,14750.6,21332.4,0,0,0.01,0.01,0.03,0.06,0.11,0.11,0.05,0.03,0.03,0.03,0.04,0.23,4303.57563,0.17167,1.7453,assessment
2016,1976,7637.91,640.708,6460.12,9030.44,21692.7,1869.71,18263.6,25765.5,0,0,0.01,0.01,0.03,0.07,0.13,0.14,0.06,0.04,0.04,0.04,0.05,0.23,4284.88697,0.20668,1.78252,assessment
2016,1977,8026.64,611.045,6894.56,9344.62,21622,1925.5,18100.8,25828.2,0.01,0.02,0.08,0.05,0.04,0.08,0.14,0.15,0.07,0.04,0.04,0.04,0.06,0.18,4132.57702,0.35286,1.94229,assessment
2016,1978,8444.9,579.59,7362.95,9685.85,21500.6,1954.97,17932.3,25779,0.01,0.02,0.06,0.04,0.06,0.13,0.26,0.28,0.13,0.08,0.08,0.08,0.1,0.23,3974.53623,0.44359,2.12475,assessment
2016,1979,8810.17,539.179,7796.09,9956.16,22215,1986.14,18584.2,26555.1,0.01,0.01,0.04,0.04,0.06,0.15,0.33,0.39,0.18,0.12,0.12,0.12,0.13,0.22,4651.62275,0.5977,1.894,assessment
2016,1980,9348.69,489.742,8419.38,10380.6,24305.7,2157.04,20359.8,29016.2,0.01,0.01,0.05,0.04,0.06,0.13,0.26,0.3,0.15,0.1,0.1,0.1,0.11,0.21,4497.6771,0.50344,2.07856,assessment
2016,1981,9560.74,436.308,8727.17,10473.9,30348.7,2519.3,25713.4,35819.5,0,0.01,0.06,0.05,0.08,0.19,0.4,0.47,0.24,0.13,0.13,0.13,0.16,0.23,4409.22162,0.68716,2.16835,assessment
2016,1982,9136.94,379.929,8408.12,9928.93,33347.2,2772.65,28246.5,39368.9,0,0.01,0.02,0.05,0.12,0.32,0.67,0.8,0.41,0.27,0.27,0.27,0.27,0.26,4591.71355,1.04232,1.98988,assessment
2016,1983,9486.94,335.983,8838.41,10183,28311.4,2702.05,23401.9,34250.9,0,0,0.02,0.03,0.09,0.23,0.49,0.62,0.37,0.25,0.25,0.25,0.22,0.21,5598.60746,1.05061,1.69452,assessment
2016,1984,9652.73,317.366,9038.58,10308.6,46189.2,3554.8,39608.7,53862.9,0,0.01,0.03,0.06,0.12,0.3,0.68,0.92,0.56,0.44,0.44,0.44,0.33,0.22,5468.36763,1.50279,1.76519,assessment
2016,1985,10297.1,316.442,9683.44,10949.7,55580.1,4029.66,48087,64240.8,0,0,0.02,0.05,0.11,0.27,0.6,0.81,0.57,0.42,0.42,0.42,0.31,0.22,5682.06972,1.4267,1.81221,assessment
2016,1986,11889.9,329.289,11249.4,12567,29151.4,3228.02,23376,36353.6,0,0,0.01,0.03,0.07,0.17,0.43,0.71,0.56,0.42,0.42,0.42,0.27,0.18,6896.5846,1.53347,1.72403,assessment
2016,1987,13371.4,354.225,12681.5,14098.8,22098.7,3052.26,16786.7,29091.8,0,0.01,0.02,0.04,0.08,0.18,0.45,0.77,0.72,0.59,0.59,0.59,0.34,0.19,6839.26762,1.82172,1.9551,assessment
2016,1988,13800.6,377.986,13065.1,14577.6,26020.4,3370.56,20103.4,33679,0,0.02,0.03,0.06,0.12,0.18,0.38,0.71,0.89,0.85,0.85,0.85,0.41,0.25,6028.34857,1.64988,2.28929,assessment
2016,1989,13388.7,389.049,12633,14189.7,25665.7,3276.36,19903.1,33096.7,0,0.02,0.04,0.05,0.11,0.21,0.32,0.5,0.75,0.92,0.92,0.92,0.4,0.28,5827.8731,1.42739,2.29736,assessment
2016,1990,12700.9,390.903,11942.9,13507.1,27925.5,3224.86,22183.4,35154,0,0.01,0.04,0.06,0.1,0.18,0.3,0.44,0.64,0.92,0.92,0.92,0.38,0.29,5783.22212,1.29207,2.19617,assessment
2016,1991,11791.9,385.32,11046.1,12588.1,20307.6,2615.33,15712.9,26245.8,0,0.01,0.03,0.06,0.09,0.16,0.31,0.51,0.69,1,1,1,0.4,0.36,5316.61514,1.12496,2.21794,assessment
2016,1992,10772.1,368.045,10060.8,11533.7,20540.9,2502.51,16113.5,26184.9,0,0.01,0.04,0.07,0.11,0.17,0.26,0.5,0.8,1.27,1.27,1.27,0.48,0.32,5989.64724,1.52662,1.79845,assessment
2016,1993,9800.27,346.381,9131.63,10517.9,16576.1,2085.61,12901.1,21298.1,0,0.02,0.07,0.1,0.15,0.21,0.28,0.39,0.65,1.26,1.26,1.26,0.47,0.25,6302.3452,1.85403,1.55502,assessment
2016,1994,8164.95,302.673,7581.69,8793.08,17922.1,2049.91,14268,22512,0,0.02,0.08,0.15,0.23,0.31,0.39,0.54,0.93,1.44,1.44,1.44,0.58,0.23,6327.1114,2.51486,1.29047,assessment
2016,1995,5901.03,239.812,5440.56,6400.47,22597.1,2045.52,18861.9,27071.8,0.01,0.05,0.17,0.32,0.44,0.61,0.69,0.79,1.11,1.57,1.57,1.57,0.74,0.2,5992.75721,3.72189,0.98469,assessment
2016,1996,4174.49,189.916,3811.6,4571.92,25140.4,2004.33,21440.4,29478.9,0.01,0.07,0.22,0.44,0.71,0.82,0.84,0.89,1.04,1.22,1.22,1.22,0.72,0.17,5970.23496,4.32749,0.69922,assessment
2016,1997,3253.78,157.965,2952.87,3585.35,31336.2,2121.85,27371.5,35875.1,0.01,0.08,0.27,0.67,1,0.99,0.81,0.82,0.99,1.1,1.1,1.1,0.75,0.16,5809.13312,4.78383,0.56011,assessment
2016,1998,3539.28,160.561,3232.45,3875.24,27841.9,1978.15,24158.2,32087.4,0.01,0.07,0.18,0.46,0.57,0.55,0.48,0.47,0.55,0.64,0.64,0.64,0.44,0.15,6000.53059,3.00373,0.58983,assessment
2016,1999,4474.96,178.469,4132.01,4846.36,31911.2,2046.17,28074.1,36272.7,0.01,0.04,0.13,0.27,0.35,0.34,0.29,0.28,0.33,0.41,0.41,0.41,0.27,0.14,6221.11167,1.92399,0.71932,assessment
2016,2000,5616.46,195.703,5238.49,6021.7,31839.1,2021.54,28045.8,36145.5,0.01,0.05,0.08,0.21,0.29,0.27,0.21,0.19,0.22,0.26,0.26,0.26,0.19,0.15,5645.00036,1.29911,0.99494,assessment
2016,2001,6367.51,201.282,5977.5,6782.96,21114.8,1442.37,18421.4,24202,0.03,0.12,0.15,0.22,0.36,0.36,0.27,0.24,0.27,0.32,0.32,0.32,0.25,0.14,5638.51287,1.73015,1.12929,assessment
2016,2002,7010.14,199.364,6622.62,7420.34,14287,1083.25,12279.4,16622.8,0.01,0.03,0.07,0.15,0.26,0.29,0.25,0.24,0.3,0.39,0.39,0.39,0.23,0.15,6244.36361,1.51224,1.12263,assessment
2016,2003,7274.28,190.999,6902.2,7666.41,8145.87,762.511,6757.86,9818.98,0.01,0.05,0.09,0.14,0.22,0.27,0.25,0.24,0.32,0.43,0.43,0.43,0.24,0.16,6225.33792,1.52561,1.1685,assessment
2016,2004,6907.61,176.504,6563.53,7269.73,7851.41,723.842,6531.9,9437.47,0.01,0.04,0.09,0.14,0.2,0.29,0.28,0.27,0.37,0.46,0.46,0.46,0.26,0.17,6015.46852,1.51741,1.14831,assessment
2016,2005,6159.49,160.226,5847.28,6488.36,5346.85,563.812,4332.72,6598.35,0.01,0.05,0.1,0.13,0.17,0.29,0.3,0.28,0.37,0.43,0.43,0.43,0.25,0.17,5775.4106,1.42625,1.0665,assessment
2016,2006,5101.69,143.751,4822.19,5397.38,7107.33,582.178,6035,8370.19,0.02,0.09,0.16,0.19,0.18,0.27,0.38,0.36,0.45,0.49,0.49,0.49,0.3,0.18,5268.55492,1.60964,0.96833,assessment
2016,2007,3846.23,126.36,3601.7,4107.36,6697.66,601.791,5598.05,8013.27,0.02,0.08,0.25,0.28,0.25,0.28,0.39,0.52,0.59,0.64,0.64,0.64,0.38,0.19,5097.33202,1.98651,0.75456,assessment
2016,2008,2889.93,116.287,2666.56,3132.02,6084.81,624.073,4959.01,7466.18,0.02,0.09,0.22,0.29,0.26,0.34,0.4,0.5,0.57,0.64,0.64,0.64,0.38,0.18,5307.94659,2.0986,0.54445,assessment
2016,2009,2069.67,109.65,1861.73,2300.84,6650.9,714.98,5367.53,8241.13,0.01,0.06,0.14,0.31,0.34,0.5,0.59,0.71,0.76,0.83,0.83,0.83,0.49,0.19,5607.59178,2.63699,0.36908,assessment
2016,2010,1775.08,114.767,1559.97,2019.84,8173.73,916.84,6535.75,10222.2,0.02,0.1,0.13,0.26,0.29,0.34,0.36,0.42,0.63,0.64,0.64,0.64,0.37,0.15,6345.63621,2.40003,0.27973,assessment
2016,2011,1868.18,125.178,1634.12,2135.77,4356.43,664.101,3217.23,5899.03,0.01,0.1,0.16,0.11,0.12,0.23,0.23,0.2,0.29,0.26,0.26,0.26,0.19,0.18,4816.93409,1.0449,0.38784,assessment
2016,2012,2065.27,143.111,1798.3,2371.88,8409.74,1222.65,6297.42,11230.6,0,0.03,0.1,0.07,0.12,0.21,0.21,0.16,0.17,0.16,0.16,0.16,0.13,0.19,4601.97101,0.68389,0.44878,assessment
2016,2013,2307.5,169.066,1993.36,2671.14,10362.8,1900.74,7202.42,14910,0,0.02,0.05,0.07,0.11,0.16,0.15,0.12,0.13,0.14,0.14,0.14,0.1,0.19,4793.33868,0.5348,0.4814,assessment
2016,2014,2667.28,213.843,2272.71,3130.36,14156.5,3131.97,9142.88,21919.5,0,0.02,0.04,0.07,0.1,0.11,0.11,0.1,0.13,0.16,0.16,0.16,0.1,0.18,5388.76221,0.5547,0.49497,assessment
2016,2015,3273.2,296.993,2731.01,3923.04,15818.4,4306.95,9265.78,27004.8,0,0.01,0.02,0.05,0.07,0.05,0.06,0.08,0.1,0.13,0.13,0.13,0.07,0.22,4932.25099,0.32606,0.66363,assessment
2016,2016,4115.65,440.456,3324.66,5094.84,26168.5,9266.89,13159.2,52038.9,0,0,0.01,0.04,0.07,0.07,0.07,0.08,0.11,0.14,0.14,0.14,0.07,0.19,5798.25294,0.38591,0.70981,assessment
2016,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assessment
2017,1970,9928.47,929.313,8236.81,11967.6,8086.25,1189.32,6035.03,10834.7,0.000194989,0.000518512,0.00189438,0.00365546,0.00886892,0.0201063,0.0384871,0.0376652,0.014647,0.0114629,0.0114629,0.0114629,0.01337,0.22651,4558.2565,0.05902,2.17813,assessment
2017,1971,9036.78,865.903,7464.07,10940.9,8400.32,1136.52,6416.71,10997.1,0.000347077,0.000907888,0.00331282,0.00587253,0.0139033,0.0314201,0.0601166,0.0588817,0.0229651,0.0179032,0.0179032,0.0179032,0.02095,0.22909,4487.57543,0.09146,2.01373,assessment
2017,1972,8456.79,813.058,6980.54,10245.2,9108.42,1132.6,7109.7,11669,0.000573862,0.00138537,0.00503295,0.00487049,0.00908072,0.020142,0.0392314,0.0416523,0.0189324,0.0110016,0.0110016,0.0110016,0.01449,0.23513,4133.53817,0.06164,2.0459,assessment
2017,1973,8079.24,769.307,6681.13,9769.92,9791.86,1160.98,7731.06,12402,0.00117592,0.00279887,0.0101538,0.00829073,0.0133707,0.0286485,0.0549851,0.0584979,0.0276847,0.0143711,0.0143711,0.0143711,0.02073,0.23496,3886.81268,0.08821,2.07863,assessment
2017,1974,7799.98,731.509,6468.63,9405.34,12368.6,1336.27,9971.34,15342.2,0.00338914,0.00796651,0.0288093,0.0194435,0.0228347,0.0446098,0.0831345,0.0829355,0.0351951,0.025637,0.025637,0.025637,0.03377,0.20537,3962.31026,0.16443,1.96854,assessment
2017,1975,7674.98,698.014,6400.95,9202.58,17861.2,1662.12,14833.9,21506.3,0.00110088,0.00272279,0.00990942,0.0120839,0.0253885,0.0567004,0.108892,0.110793,0.0474105,0.0304724,0.0304724,0.0304724,0.03887,0.23075,4313.18815,0.16844,1.77942,assessment
2017,1976,7799.02,668.819,6571.87,9255.31,21841.3,1895.53,18367,25972.8,0.00130477,0.00323163,0.0117649,0.0145234,0.0307805,0.0688595,0.132336,0.134959,0.0580201,0.0368512,0.0368512,0.0368512,0.04719,0.23256,4293.02522,0.20293,1.81667,assessment
2017,1977,8185.78,639.958,7002.58,9568.91,21719.8,1945.56,18163.8,25972,0.00948983,0.0221221,0.0799685,0.0467603,0.0421917,0.0752008,0.138591,0.146168,0.0709255,0.0411108,0.0411108,0.0411108,0.0629,0.18084,4148.29369,0.3478,1.97329,assessment
2017,1978,8603.1,609.878,7467.19,9911.8,21500.3,1966.21,17913.3,25805.5,0.00636497,0.0150862,0.0546517,0.0419706,0.0619275,0.131366,0.254894,0.27108,0.122909,0.0757092,0.0757092,0.0757092,0.09895,0.22612,3990.15727,0.43759,2.15608,assessment
2017,1979,8964.76,571.153,7893.26,10181.7,22190.5,1996.36,18543.1,26555.3,0.0051169,0.0122076,0.0442698,0.0371041,0.0638995,0.150251,0.320595,0.379706,0.175682,0.116875,0.116875,0.116875,0.12829,0.21871,4652.51821,0.58655,1.92686,assessment
2017,1980,9494.45,523.343,8504.1,10600.1,24212.2,2158.96,20264.6,28928.9,0.00610641,0.0143967,0.0521578,0.037308,0.0552461,0.125782,0.257274,0.293926,0.144886,0.0928578,0.0928578,0.0928578,0.10547,0.21292,4502.21708,0.49536,2.10884,assessment
2017,1981,9693.37,470.767,8796.62,10681.5,30145.8,2525.78,25502.3,35634.9,0.00496807,0.0143966,0.054938,0.0451918,0.0813286,0.191694,0.392568,0.456578,0.230835,0.129236,0.129236,0.129236,0.15502,0.22936,4410.12224,0.67587,2.19798,assessment
2017,1982,9251.57,413.276,8461.24,10115.7,33239.4,2784.63,28119.9,39290.9,0.00330379,0.00638197,0.0233854,0.0449036,0.124226,0.313041,0.658826,0.782595,0.395539,0.257579,0.257579,0.257579,0.26041,0.2547,4592.75861,1.02241,2.01438,assessment
2017,1983,9578.42,364.241,8877.2,10335,28278.5,2707.12,23361.2,34230.8,0.0011831,0.00411262,0.0177308,0.0291307,0.0849526,0.22845,0.488169,0.606325,0.353553,0.241233,0.241233,0.241233,0.21144,0.20733,5570.40861,1.01984,1.71952,assessment
2017,1984,9722.35,338.767,9068.08,10423.8,46175.8,3567.88,39573.2,53880.1,0.00164538,0.00731439,0.0293786,0.0571376,0.120361,0.297133,0.672154,0.901691,0.54254,0.419732,0.419732,0.419732,0.32405,0.22204,5438.15799,1.45938,1.7878,assessment
2017,1985,10351.3,330.968,9710.24,11034.7,55574.7,4050.57,48045.6,64283.6,0.00127439,0.0049781,0.0193134,0.0476426,0.108894,0.264703,0.593993,0.800935,0.54571,0.402229,0.402229,0.402229,0.29951,0.21631,5653.04094,1.38463,1.8311,assessment
2017,1986,11936.1,338.826,11277.5,12633.3,29118.1,3227.62,23344.2,36320.3,0.000665616,0.00257454,0.00890923,0.0254781,0.0681531,0.169041,0.431984,0.692305,0.528544,0.394556,0.394556,0.394556,0.25928,0.17654,6847.32062,1.46864,1.74318,assessment
2017,1987,13411,361.413,12707.4,14153.5,21935.1,3025.97,16667.9,28866.7,0.001254,0.00624797,0.0201858,0.0441083,0.0794939,0.175436,0.449966,0.76166,0.700688,0.572387,0.572387,0.572387,0.32968,0.1859,6821.5076,1.77346,1.96598,assessment
2017,1988,13830.4,384.272,13083,14620.6,25723.6,3326.71,19882.3,33281,0.00263592,0.0158977,0.03129,0.0637955,0.116176,0.182372,0.371523,0.699579,0.874548,0.824701,0.824701,0.824701,0.40266,0.24882,6023.38403,1.61826,2.29612,assessment
2017,1989,13405.8,394.274,12640.1,14217.8,25399.9,3239.15,19702,32745.6,0.00276271,0.0153998,0.0352676,0.0538273,0.114645,0.209989,0.321804,0.497353,0.733689,0.863235,0.863235,0.863235,0.3812,0.27349,5814.59147,1.39386,2.30554,assessment
2017,1990,12698.6,393.791,11935.1,13510.9,27636.5,3194.08,21949.7,34796.6,0.00268185,0.0111689,0.0377373,0.0580413,0.0972943,0.183275,0.305151,0.436478,0.62773,0.836601,0.836601,0.836601,0.35578,0.28593,5731.50642,1.24429,2.21557,assessment
2017,1991,11762.7,384.98,11017.6,12558.2,20141.6,2595.44,15582.2,26035.1,0.00244577,0.0102423,0.0347149,0.0610879,0.0906443,0.163942,0.31317,0.514141,0.675552,0.92888,0.92888,0.92888,0.38772,0.35059,5299.70137,1.1059,2.21951,assessment
2017,1992,10715.6,365.005,10010.1,11470.8,20397.9,2483.48,16003.8,25998.5,0.00244709,0.0110984,0.0387249,0.0671937,0.11315,0.177189,0.265251,0.501573,0.793128,1.22629,1.22629,1.22629,0.47072,0.31083,5989.84006,1.51437,1.78896,assessment
2017,1993,9722.39,342.127,9061.85,10431.1,16507.8,2070.71,12857.6,21194.3,0.0032324,0.0200287,0.0725292,0.101839,0.148061,0.209344,0.285341,0.390206,0.64377,1.22979,1.22979,1.22979,0.46364,0.25199,6297.55313,1.83996,1.54384,assessment
2017,1994,8070.32,298.799,7494.5,8690.38,17974.6,2043.08,14330.1,22546.1,0.00381461,0.0224506,0.0801003,0.148921,0.227769,0.316605,0.397121,0.547335,0.932369,1.42639,1.42639,1.42639,0.57964,0.22998,6334.14824,2.52042,1.2741,assessment
2017,1995,5794.14,236.73,5339.69,6287.27,22940.8,2070.83,19158.5,27469.8,0.00792003,0.0471914,0.173381,0.321003,0.445543,0.618304,0.707119,0.814456,1.14574,1.63452,1.63452,1.63452,0.76535,0.20036,6035.1932,3.81983,0.96006,assessment
2017,1996,4073.04,188.18,3713.73,4467.12,25532.1,2035.01,21775.4,29936.9,0.0112491,0.0677533,0.219197,0.444244,0.720026,0.835246,0.860193,0.925939,1.12797,1.38629,1.38629,1.38629,0.78089,0.16955,6075.04226,4.60561,0.67045,assessment
2017,1997,3180.73,157.998,2880.1,3512.74,31691.5,2147.17,27679.7,36284.8,0.0135132,0.0820299,0.270221,0.667021,1.01301,1.01931,0.838255,0.871546,1.11577,1.35035,1.35035,1.35035,0.82848,0.1582,5985.4208,5.23681,0.53141,assessment
2017,1998,3497.76,161.975,3188.52,3837,28151.2,2001.14,24424.8,32446.2,0.0119746,0.0735113,0.181235,0.470125,0.585347,0.563069,0.492791,0.489988,0.599754,0.740013,0.740013,0.740013,0.47399,0.14798,6111.36504,3.20295,0.57234,assessment
2017,1999,4456.91,180.586,4110.12,4832.96,32325.3,2075.13,28434.1,36748.9,0.00657246,0.041035,0.128296,0.277638,0.353297,0.345583,0.29439,0.283367,0.337764,0.429298,0.429298,0.429298,0.27965,0.14139,6278.28337,1.97788,0.70989,assessment
2017,2000,5623.89,197.796,5242,6033.59,32216.4,2049.58,28371,36583.1,0.0105108,0.0492905,0.0833983,0.208576,0.293406,0.275197,0.211451,0.189949,0.217197,0.263247,0.263247,0.263247,0.19406,0.14893,5667.30392,1.30304,0.99234,assessment
2017,2001,6404.46,202.696,6011.73,6822.85,21145.2,1448.68,18440.5,24246.5,0.027175,0.123268,0.150552,0.218438,0.358219,0.360764,0.270199,0.236051,0.264105,0.314723,0.314723,0.314723,0.24608,0.14341,5643.79273,1.7159,1.13478,assessment
2017,2002,7073.48,199.918,6684.81,7484.75,14201.3,1078.01,12203.7,16526,0.00850346,0.0283944,0.0726838,0.154074,0.256291,0.293239,0.254605,0.239414,0.288959,0.359875,0.359875,0.359875,0.22298,0.15206,6197.2244,1.46646,1.1414,assessment
2017,2003,7348.56,191.285,6975.84,7741.19,8113.23,757.676,6733.7,9775.37,0.0136884,0.0489537,0.0845946,0.140596,0.2255,0.275645,0.247875,0.231198,0.299585,0.365472,0.365472,0.365472,0.222,0.15507,6096.20749,1.43164,1.20543,assessment
2017,2004,6979.23,177.118,6633.88,7342.55,7838.36,720.406,6524.74,9416.46,0.0127546,0.0371597,0.0876215,0.140468,0.205715,0.298458,0.285997,0.262671,0.34488,0.390152,0.390152,0.390152,0.23718,0.16673,5871.28138,1.42258,1.18871,assessment
2017,2005,6225.08,161.598,5910.18,6556.76,5366.81,566.305,4348.27,6623.94,0.0130188,0.0450962,0.0990168,0.131389,0.169353,0.300708,0.302292,0.278041,0.342749,0.372548,0.372548,0.372548,0.23328,0.17229,5670.84606,1.354,1.09773,assessment
2017,2006,5159.5,145.962,4875.74,5459.78,6966.06,574.296,5908.81,8212.48,0.0184092,0.0906444,0.160111,0.186219,0.176389,0.276479,0.384886,0.363329,0.432204,0.455666,0.455666,0.455666,0.28797,0.18282,5244.58505,1.57513,0.98378,assessment
2017,2007,3889.91,129.43,3639.54,4157.5,6447.65,578.196,5390.97,7711.47,0.0162272,0.0807342,0.245872,0.274969,0.249069,0.279952,0.391309,0.51526,0.576302,0.633337,0.633337,0.633337,0.37748,0.19255,5101.23092,1.96041,0.76254,assessment
