"year","length_cm","proportion","ridge_height"
2017,22,0,0
2017,23,0,0
2017,24,0,0
2017,25,0,0
2017,26,0,0
2017,27,0,0
2017,28,0,0
2017,29,0,0
2017,30,0,0
2017,31,0,0
2017,32,0,0
2017,33,0,0
2017,34,0,0
2017,35,0,0
2017,36,0,0
2017,37,0,0
2017,38,0,0
2017,39,0,0
2017,40,0,0
2017,41,0,0
2017,42,0,0
2017,43,0,0
2017,44,0,0
2017,45,0,0
2017,46,0,0
2017,47,0,0
2017,48,0,0
2017,49,0,0
2017,50,0,0
2018,10,0,0
2018,11,0,0
2018,12,0,0
2018,13,0,0
2018,14,0,0
2018,15,0,0
2018,16,0,0
2018,17,0.002556,0.0050796527711533
2018,18,0.040404,0.0802966708003434
2018,19,0.229368,0.45583325383955
2018,20,0.503184,1
2018,21,0.216016,0.429298228878502
2018,22,0.008472,0.016836783363541
2018,23,0,0
2018,24,0,0
2018,25,0,0
2018,26,0,0
2018,27,0,0
2018,28,0,0
2018,29,0,0
2018,30,0,0
2018,31,0,0
2018,32,0,0
2018,33,0,0
2018,34,0,0
2018,35,0,0
2018,36,0,0
2018,37,0,0
2018,38,0,0
2018,39,0,0
2018,40,0,0
2018,41,0,0
2018,42,0,0
2018,43,0,0
2018,44,0,0
2018,45,0,0
2018,46,0,0
2018,47,0,0
2018,48,0,0
2018,49,0,0
2018,50,0,0
2019,10,0,0
2019,11,0,0
2019,12,0.007710059,0.0170255564675531
2019,13,0.01291124,0.0285109420934561
2019,14,0.1066183,0.235437353608386
2019,15,0.4528521,1
2019,16,0.4140828,0.914388605021375
2019,17,0.005825444,0.0128638997147192
2019,18,0,0
2019,19,0,0
2019,20,0,0
2019,21,0,0
2019,22,0,0
2019,23,0,0
2019,24,0,0
2019,25,0,0
2019,26,0,0
2019,27,0,0
2019,28,0,0
2019,29,0,0
2019,30,0,0
2019,31,0,0
2019,32,0,0
2019,33,0,0
2019,34,0,0
2019,35,0,0
2019,36,0,0
2019,37,0,0
2019,38,0,0
2019,39,0,0
2019,40,0,0
2019,41,0,0
2019,42,0,0
2019,43,0,0
2019,44,0,0
2019,45,0,0
2019,46,0,0
2019,47,0,0
2019,48,0,0
2019,49,0,0
2019,50,0,0
2022,10,0,0
2022,11,0,0
2022,12,0,0
2022,13,0,0
2022,14,0,0
2022,15,0,0
2022,16,0,0
2022,17,0,0
2022,18,0,0
2022,19,0,0
2022,20,0,0
2022,21,0,0
2022,22,0,0
2022,23,0,0
2022,24,0,0
2022,25,0,0
2022,26,0,0
2022,27,0,0
2022,28,0,0
2022,29,0,0
2022,30,0,0
2022,31,0,0
2022,32,0.003244266,0.0230861453923647
2022,33,0.01911812,0.136044238650183
2022,34,0.05850573,0.416325846606423
2022,35,0.07074083,0.503390624121621
2022,36,0.08864106,0.630768376851134
2022,37,0.06321216,0.44981672782855
2022,38,0.1043876,0.742820505704529
2022,39,0.1208429,0.859916159474897
2022,40,0.1405287,1
2022,41,0.09425803,0.67073864626941
2022,42,0.06757798,0.480883833693758
2022,43,0.05128784,0.364963455863464
2022,44,0.0635195,0.452003754393231
2022,45,0.03103211,0.220824002499134
2022,46,0.0133039,0.094670341360875
2022,47,0.008674312,0.0617262665918065
2022,48,0.001125,0.00800548215417918
2022,49,0,0
2022,50,0,0
