ANO,MACROZONA,Zone,TRIMESTRE,GRUPO_EDAD,CAPT,PORC,L_PR,VAR,P_PR,CAPT_TON,PORC_TON,Method
1996,2,SC_Chile_PS,4,9,1314.55,0.214,50.732,1.279,1.635,2148.917,0.988,validacion
1996,2,SC_Chile_PS,4,10,701.146,0.114,54,0,1.988,1393.776,0.641,validacion
1996,2,SC_Chile_PS,4,11,701.146,0.114,57,0,2.358,1653.455,0.76,validacion
1997,2,SC_Chile_PS,1,1,40741.004,1.31,19.651,4.292,0.084,3437.595,0.408,validacion
1997,2,SC_Chile_PS,1,2,1763021.937,56.675,25.519,5.272,0.188,330639.09,39.25,validacion
1997,2,SC_Chile_PS,1,3,707402.212,22.741,28.74,3.284,0.267,189125.404,22.451,validacion
1997,2,SC_Chile_PS,1,4,280790.155,9.026,31.584,4.697,0.359,100750.948,11.96,validacion
1997,2,SC_Chile_PS,1,5,142229.787,4.572,34.374,3.805,0.464,65996.51,7.834,validacion
1997,2,SC_Chile_PS,1,6,80996.098,2.604,37.658,8.525,0.621,50285.548,5.969,validacion
1997,2,SC_Chile_PS,1,7,46931.835,1.509,41.952,8.898,0.864,40568.819,4.816,validacion
1997,2,SC_Chile_PS,1,8,26770.922,0.861,45.079,16.958,1.091,29205.238,3.467,validacion
1997,2,SC_Chile_PS,1,9,12407.928,0.399,48.961,10.874,1.392,17267.883,2.05,validacion
1997,2,SC_Chile_PS,1,10,6334.465,0.204,50.123,7.371,1.489,9430.81,1.12,validacion
1997,2,SC_Chile_PS,1,11,2978.69,0.096,53.415,4.273,1.804,5373.99,0.638,validacion
1997,2,SC_Chile_PS,1,12,147.287,0.005,56.763,1.44,2.17,319.631,0.038,validacion
1997,2,SC_Chile_PS,2,0,677.192,0.015,19.477,1.497,0.077,51.924,0.004,validacion
1997,2,SC_Chile_PS,2,1,91968.009,2.032,23.862,7.349,0.149,13701.471,0.942,validacion
1997,2,SC_Chile_PS,2,2,2022572.255,44.695,25.895,4.205,0.188,380921.961,26.182,validacion
1997,2,SC_Chile_PS,2,3,1090461.5,24.097,28.48,3.986,0.253,275375.326,18.928,validacion
1997,2,SC_Chile_PS,2,4,523442.825,11.567,30.92,5.371,0.327,171353.677,11.778,validacion
1997,2,SC_Chile_PS,2,5,226326.21,5.001,34.605,5.092,0.464,104909.026,7.211,validacion
1997,2,SC_Chile_PS,2,6,172113.209,3.803,37.966,7.335,0.621,106916.339,7.349,validacion
1997,2,SC_Chile_PS,2,7,207760.574,4.591,42.02,9.947,0.855,177597.86,12.207,validacion
1997,2,SC_Chile_PS,2,8,103710.59,2.292,45.05,9.816,1.06,109944.682,7.557,validacion
1997,2,SC_Chile_PS,2,9,54964.572,1.215,46.598,12.245,1.181,64932.597,4.463,validacion
1997,2,SC_Chile_PS,2,10,26872.252,0.594,50.637,8.948,1.522,40888.57,2.81,validacion
1997,2,SC_Chile_PS,2,11,3925.836,0.087,54.024,8.038,1.859,7296.954,0.502,validacion
1997,2,SC_Chile_PS,2,12,524.918,0.012,54.37,2.471,1.884,989.063,0.068,validacion
1997,2,SC_Chile_PS,3,0,1061.85,0.031,19.712,0.493,0.077,81.907,0.005,validacion
1997,2,SC_Chile_PS,3,1,474859.295,13.744,25.874,3.452,0.184,87281.898,5.777,validacion
1997,2,SC_Chile_PS,3,2,1020100.128,29.524,26.828,5.168,0.207,211524.683,13.999,validacion
1997,2,SC_Chile_PS,3,3,547546.913,15.847,29.229,4.857,0.27,147927.843,9.79,validacion
1997,2,SC_Chile_PS,3,4,316029.58,9.147,32.417,9.733,0.379,119622.49,7.917,validacion
1997,2,SC_Chile_PS,3,5,274530.462,7.946,37.033,9.39,0.571,156695.213,10.37,validacion
1997,2,SC_Chile_PS,3,6,288900.924,8.361,40.29,8.491,0.74,213804.612,14.15,validacion
1997,2,SC_Chile_PS,3,7,255902.377,7.406,42.868,9.89,0.9,230281.046,15.241,validacion
1997,2,SC_Chile_PS,3,8,148529.91,4.299,45.587,10.105,1.09,161899.618,10.715,validacion
1997,2,SC_Chile_PS,3,9,85396.929,2.472,48.539,11.101,1.327,113329.186,7.5,validacion
1997,2,SC_Chile_PS,3,10,28943.056,0.838,50.941,13.389,1.547,44777.006,2.963,validacion
1997,2,SC_Chile_PS,3,11,9548.081,0.276,53.616,4.901,1.796,17151.883,1.135,validacion
1997,2,SC_Chile_PS,3,12,3783.972,0.11,53.181,0.991,1.743,6595.675,0.437,validacion
1997,2,SC_Chile_PS,4,0,573.016,0.05,20,0,0.089,50.871,0.012,validacion
1997,2,SC_Chile_PS,4,1,320479.72,28.056,25.011,3.58,0.179,57308.336,13.067,validacion
1997,2,SC_Chile_PS,4,2,285753.458,25.016,28.095,6.925,0.257,73553.718,16.772,validacion
1997,2,SC_Chile_PS,4,3,166152.245,14.545,30.545,6.539,0.33,54905.247,12.519,validacion
1997,2,SC_Chile_PS,4,4,134376.43,11.764,33.658,8.677,0.445,59838.026,13.644,validacion
1997,2,SC_Chile_PS,4,5,87544.899,7.664,36.748,7.863,0.579,50684.289,11.557,validacion
1997,2,SC_Chile_PS,4,6,74322.322,6.506,40.848,13.095,0.805,59798.232,13.635,validacion
1997,2,SC_Chile_PS,4,7,40601.548,3.554,43.94,8.481,0.995,40385.952,9.209,validacion
1997,2,SC_Chile_PS,4,8,14955.628,1.309,46.169,11.004,1.16,17342.825,3.954,validacion
1997,2,SC_Chile_PS,4,9,12128.352,1.062,48.766,8.785,1.364,16546.538,3.773,validacion
1997,2,SC_Chile_PS,4,10,3702.872,0.324,50.302,5.942,1.494,5530.299,1.261,validacion
1997,2,SC_Chile_PS,4,11,1506.696,0.132,50.313,2.74,1.489,2242.864,0.511,validacion
1997,2,SC_Chile_PS,4,12,200.836,0.018,54.166,1.303,1.861,373.757,0.085,validacion
1998,2,SC_Chile_PS,1,0,5.96,0,8.875,0.11,0.008,0.045,0,validacion
1998,2,SC_Chile_PS,1,1,44594.23,1.052,19.385,1.173,0.081,3606.834,0.362,validacion
1998,2,SC_Chile_PS,1,2,2679942.088,63.197,24.138,3.497,0.159,425149.622,42.629,validacion
1998,2,SC_Chile_PS,1,3,827219.021,19.507,27.971,2.826,0.246,203690.307,20.424,validacion
1998,2,SC_Chile_PS,1,4,376075.665,8.868,30.836,2.827,0.33,124223.994,12.456,validacion
1998,2,SC_Chile_PS,1,5,131205.087,3.094,34.717,5.009,0.475,62309.69,6.248,validacion
1998,2,SC_Chile_PS,1,6,76991.09,1.816,38.482,28.809,0.679,52287.28,5.243,validacion
1998,2,SC_Chile_PS,1,7,53980.413,1.273,45.866,10.544,1.108,59803.618,5.996,validacion
1998,2,SC_Chile_PS,1,8,29732.724,0.701,48.112,5.726,1.271,37785.401,3.789,validacion
1998,2,SC_Chile_PS,1,9,15143.26,0.357,48.575,8.935,1.313,19890.29,1.994,validacion
1998,2,SC_Chile_PS,1,10,5263.933,0.124,50.081,8.866,1.44,7579.122,0.76,validacion
1998,2,SC_Chile_PS,1,11,454.8,0.011,57.415,0.277,2.156,980.639,0.098,validacion
1998,2,SC_Chile_PS,1,12,3.827,0,60,0,2.464,9.428,0.001,validacion
1998,2,SC_Chile_PS,2,0,131.534,0.004,4,0,0.001,0.079,0,validacion
1998,2,SC_Chile_PS,2,1,75271.515,2.416,22.928,4.942,0.132,9904.576,1.08,validacion
1998,2,SC_Chile_PS,2,2,2125740.192,68.219,24.664,3.778,0.163,346611.693,37.793,validacion
1998,2,SC_Chile_PS,2,3,323897.584,10.394,27.944,3.249,0.238,77018.471,8.398,validacion
1998,2,SC_Chile_PS,2,4,117106.984,3.758,30.925,4.067,0.325,38035.271,4.147,validacion
1998,2,SC_Chile_PS,2,5,63825.617,2.048,36.4,10.607,0.542,34611.732,3.774,validacion
1998,2,SC_Chile_PS,2,6,134264.192,4.309,41.121,9.686,0.783,105162.873,11.467,validacion
1998,2,SC_Chile_PS,2,7,167821.964,5.386,44.388,11.558,0.991,166327.842,18.136,validacion
1998,2,SC_Chile_PS,2,8,70487.864,2.262,47.498,10.002,1.215,85637.123,9.338,validacion
1998,2,SC_Chile_PS,2,9,30017.557,0.963,49.473,10.924,1.377,41336.533,4.507,validacion
1998,2,SC_Chile_PS,2,10,6287.924,0.202,51.9,4.799,1.582,9947.592,1.085,validacion
1998,2,SC_Chile_PS,2,11,1174.951,0.038,56.705,1.163,2.067,2429.127,0.265,validacion
1998,2,SC_Chile_PS,2,12,41.507,0.001,60,0,2.456,101.96,0.011,validacion
1998,2,SC_Chile_PS,3,0,2743.773,0.113,19.931,1.034,0.082,225.098,0.027,validacion
1998,2,SC_Chile_PS,3,1,546010.138,22.407,24.017,3.12,0.147,80002.77,9.424,validacion
1998,2,SC_Chile_PS,3,2,1047339.041,42.979,25.243,4.823,0.172,179940.096,21.197,validacion
1998,2,SC_Chile_PS,3,3,223724.983,9.181,29.082,4.727,0.263,58936.64,6.943,validacion
1998,2,SC_Chile_PS,3,4,146795.297,6.024,32.253,12.234,0.369,54112.146,6.374,validacion
1998,2,SC_Chile_PS,3,5,77911.057,3.197,37.644,18.371,0.594,46277.512,5.451,validacion
1998,2,SC_Chile_PS,3,6,92940.402,3.814,42.55,16.069,0.854,79339.808,9.346,validacion
1998,2,SC_Chile_PS,3,7,154762.064,6.351,45.275,13.013,1.024,158543.383,18.676,validacion
1998,2,SC_Chile_PS,3,8,91871.236,3.77,47.757,13.462,1.205,110671.307,13.037,validacion
1998,2,SC_Chile_PS,3,9,37580.291,1.542,50.85,16.62,1.462,54955.036,6.474,validacion
1998,2,SC_Chile_PS,3,10,10793.93,0.443,52.686,18.789,1.632,17614.445,2.075,validacion
1998,2,SC_Chile_PS,3,11,4155.279,0.171,55.33,5.015,1.866,7752.987,0.913,validacion
1998,2,SC_Chile_PS,3,12,208.082,0.009,61.295,0.549,2.541,528.751,0.062,validacion
1998,2,SC_Chile_PS,4,0,4096.784,0.598,20.032,0.53,0.092,377.741,0.181,validacion
1998,2,SC_Chile_PS,4,1,286918.041,41.909,24.691,3.431,0.175,50279.674,24.153,validacion
1998,2,SC_Chile_PS,4,2,212135.057,30.986,27.017,7.789,0.233,49471.092,23.764,validacion
1998,2,SC_Chile_PS,4,3,72319.57,10.563,30.219,4.24,0.321,23207.596,11.148,validacion
1998,2,SC_Chile_PS,4,4,32692.361,4.775,33.18,10.387,0.431,14097.666,6.772,validacion
1998,2,SC_Chile_PS,4,5,24057.72,3.514,38.994,14.482,0.701,16868.968,8.103,validacion
1998,2,SC_Chile_PS,4,6,35038.66,5.118,42.98,9.29,0.927,32494.208,15.609,validacion
1998,2,SC_Chile_PS,4,7,10041.616,1.467,46.071,11.994,1.145,11498.182,5.523,validacion
1998,2,SC_Chile_PS,4,8,4582.545,0.669,46.705,17.401,1.201,5505.317,2.645,validacion
1998,2,SC_Chile_PS,4,9,1279.14,0.187,49.111,4.554,1.372,1755.39,0.843,validacion
1998,2,SC_Chile_PS,4,10,1327.077,0.194,53.478,1.592,1.766,2343.903,1.126,validacion
1998,2,SC_Chile_PS,4,11,129.967,0.019,56.673,0.531,2.101,273.024,0.131,validacion
1999,2,SC_Chile_PS,1,0,782.703,0.034,6.966,0.102,0.003,2.395,0,validacion
1999,2,SC_Chile_PS,1,1,5343.053,0.233,18.987,0.362,0.072,383.682,0.073,validacion
1999,2,SC_Chile_PS,1,2,1622759.411,70.768,23.811,3.344,0.149,241714.308,45.97,validacion
1999,2,SC_Chile_PS,1,3,331770.683,14.469,27.807,3.483,0.242,80201.853,15.253,validacion
1999,2,SC_Chile_PS,1,4,177551.249,7.743,31.077,4.029,0.343,60859.124,11.574,validacion
1999,2,SC_Chile_PS,1,5,56487.336,2.463,34.386,6.108,0.473,26718.217,5.081,validacion
1999,2,SC_Chile_PS,1,6,26352.729,1.149,39.528,12.904,0.741,19536.496,3.715,validacion
1999,2,SC_Chile_PS,1,7,31529.458,1.375,43.841,13.424,1.023,32256.204,6.135,validacion
1999,2,SC_Chile_PS,1,8,20399.865,0.89,48.716,15.716,1.424,29059.046,5.526,validacion
1999,2,SC_Chile_PS,1,9,8455.103,0.369,51.573,7.484,1.683,14231.152,2.706,validacion
1999,2,SC_Chile_PS,1,10,7520.068,0.328,52.008,11.4,1.736,13057.738,2.483,validacion
1999,2,SC_Chile_PS,1,11,3745.094,0.163,53.073,5.717,1.837,6881.587,1.309,validacion
1999,2,SC_Chile_PS,1,12,357.321,0.016,59.047,0.093,2.554,912.659,0.174,validacion
1999,2,SC_Chile_PS,2,1,35365.987,3.688,23.95,3.623,0.147,5207.284,1.637,validacion
1999,2,SC_Chile_PS,2,2,565190.799,58.934,24.413,4.042,0.157,88471.658,27.817,validacion
1999,2,SC_Chile_PS,2,3,153984.463,16.056,27.975,2.467,0.237,36427.306,11.453,validacion
1999,2,SC_Chile_PS,2,4,61620.11,6.425,30.016,3.27,0.295,18185.111,5.718,validacion
1999,2,SC_Chile_PS,2,5,15187.357,1.584,35.095,13.218,0.492,7467.418,2.348,validacion
1999,2,SC_Chile_PS,2,6,10419.969,1.087,40.442,11.629,0.756,7880.642,2.478,validacion
1999,2,SC_Chile_PS,2,7,37925.878,3.955,45.671,9.663,1.096,41575.951,13.072,validacion
1999,2,SC_Chile_PS,2,8,40694.572,4.243,47.727,8.556,1.254,51030.909,16.045,validacion
1999,2,SC_Chile_PS,2,9,19182.43,2,49.376,14.555,1.404,26934.558,8.469,validacion
1999,2,SC_Chile_PS,2,10,13266.348,1.383,52.074,14.362,1.654,21941.823,6.899,validacion
1999,2,SC_Chile_PS,2,11,3892.929,0.406,56.312,5.553,2.087,8123.581,2.554,validacion
1999,2,SC_Chile_PS,2,12,2299.595,0.24,56.41,1.889,2.09,4806.403,1.511,validacion
1999,2,SC_Chile_PS,3,0,7515.041,0.251,20.207,0.741,0.084,628.399,0.089,validacion
1999,2,SC_Chile_PS,3,1,796566.182,26.649,24.205,4.859,0.151,119930.709,16.91,validacion
1999,2,SC_Chile_PS,3,2,1405389.417,47.018,24.645,6.005,0.16,225055.963,31.733,validacion
1999,2,SC_Chile_PS,3,3,342448.824,11.457,29.023,3.343,0.262,89861.897,12.67,validacion
1999,2,SC_Chile_PS,3,4,212065.795,7.095,31.276,4.897,0.333,70609.886,9.956,validacion
1999,2,SC_Chile_PS,3,5,70422.655,2.356,35.881,10.929,0.518,36504.373,5.147,validacion
1999,2,SC_Chile_PS,3,6,35089.025,1.174,42.098,14.001,0.854,29977.954,4.227,validacion
1999,2,SC_Chile_PS,3,7,49933.382,1.671,44.386,13.293,1.005,50180.078,7.075,validacion
1999,2,SC_Chile_PS,3,8,37776.651,1.264,45.757,16.861,1.11,41946.424,5.914,validacion
1999,2,SC_Chile_PS,3,9,18240.483,0.61,47.655,13.046,1.252,22836.773,3.22,validacion
1999,2,SC_Chile_PS,3,10,7800.854,0.261,51.389,8.959,1.574,12280.43,1.732,validacion
1999,2,SC_Chile_PS,3,11,3922.72,0.131,51.359,19.393,1.592,6244.678,0.88,validacion
1999,2,SC_Chile_PS,3,12,1895.823,0.063,52.48,4.144,1.671,3167.884,0.447,validacion
1999,2,SC_Chile_PS,4,0,1898.412,0.064,20.699,0.211,0.098,186.884,0.029,validacion
1999,2,SC_Chile_PS,4,1,981133.591,32.834,24.691,2.289,0.17,166936.024,25.781,validacion
1999,2,SC_Chile_PS,4,2,1232205.908,41.236,26.096,3.643,0.202,249355.752,38.509,validacion
1999,2,SC_Chile_PS,4,3,598425.64,20.026,28.776,4.537,0.273,163168.585,25.199,validacion
1999,2,SC_Chile_PS,4,4,145650.145,4.874,31.478,3.872,0.357,51940.087,8.021,validacion
1999,2,SC_Chile_PS,4,5,22781.182,0.762,34.548,5.186,0.474,10800.627,1.668,validacion
1999,2,SC_Chile_PS,4,6,4027.391,0.135,37.69,11.502,0.625,2517.709,0.389,validacion
1999,2,SC_Chile_PS,4,7,1094.373,0.037,44.833,14.153,1.057,1156.85,0.179,validacion
1999,2,SC_Chile_PS,4,8,601.83,0.02,48.449,16.477,1.339,805.602,0.124,validacion
1999,2,SC_Chile_PS,4,9,225.045,0.008,52.583,11.797,1.703,383.324,0.059,validacion
1999,2,SC_Chile_PS,4,10,85.456,0.003,51.724,5.354,1.609,137.477,0.021,validacion
1999,2,SC_Chile_PS,4,11,57.2,0.002,59,0,2.387,136.534,0.021,validacion
2000,2,SC_Chile_PS,1,1,1124.192,0.038,21.915,0.345,0.112,125.841,0.018,validacion
2000,2,SC_Chile_PS,1,2,1514788.434,51.191,25.746,2.011,0.189,286406.088,39.966,validacion
2000,2,SC_Chile_PS,1,3,909285.06,30.729,28.194,1.893,0.252,229465.728,32.02,validacion
2000,2,SC_Chile_PS,1,4,423688.168,14.318,30.924,2.388,0.339,143834.198,20.071,validacion
2000,2,SC_Chile_PS,1,5,94336.062,3.188,33.198,4.031,0.428,40359.372,5.632,validacion
2000,2,SC_Chile_PS,1,6,7945.099,0.269,36.722,2.417,0.587,4665.905,0.651,validacion
2000,2,SC_Chile_PS,1,7,2127.223,0.072,42.354,3.873,0.929,1975.742,0.276,validacion
2000,2,SC_Chile_PS,1,8,1374.236,0.046,47.656,15.515,1.377,1892.795,0.264,validacion
2000,2,SC_Chile_PS,1,9,1880.982,0.064,50.692,2.66,1.645,3094.572,0.432,validacion
2000,2,SC_Chile_PS,1,10,955.086,0.032,51.22,6.666,1.71,1632.954,0.228,validacion
2000,2,SC_Chile_PS,1,11,902.405,0.03,53.592,8.017,1.978,1785.263,0.249,validacion
2000,2,SC_Chile_PS,1,12,656.769,0.022,54.755,6.035,2.113,1387.999,0.194,validacion
2000,2,SC_Chile_PS,2,1,17302.072,1.425,24.023,14.629,0.158,2739.021,0.893,validacion
2000,2,SC_Chile_PS,2,2,675466.167,55.649,26.117,2.297,0.192,129968.065,42.366,validacion
2000,2,SC_Chile_PS,2,3,356666.084,29.385,28.095,2.579,0.244,86942.95,28.341,validacion
2000,2,SC_Chile_PS,2,4,94778.666,7.809,30.868,3.522,0.331,31405.669,10.237,validacion
2000,2,SC_Chile_PS,2,5,32015.951,2.638,33.755,4.059,0.443,14172.33,4.62,validacion
2000,2,SC_Chile_PS,2,6,12356.314,1.018,37.148,5.932,0.606,7483.105,2.439,validacion
2000,2,SC_Chile_PS,2,7,5939.056,0.489,41.616,21.505,0.901,5350.655,1.744,validacion
2000,2,SC_Chile_PS,2,8,5724.517,0.472,45.11,17.079,1.154,6605.324,2.153,validacion
2000,2,SC_Chile_PS,2,9,5783.831,0.477,48.028,15.471,1.406,8130.28,2.65,validacion
2000,2,SC_Chile_PS,2,10,4271.717,0.352,50.758,7.067,1.658,7083.762,2.309,validacion
2000,2,SC_Chile_PS,2,11,2046.365,0.169,52.019,6.295,1.793,3669.375,1.196,validacion
2000,2,SC_Chile_PS,2,12,1436.16,0.118,55.74,7.105,2.243,3221.799,1.05,validacion
2000,2,SC_Chile_PS,3,1,528509.716,23.012,25.919,1.606,0.178,93958.255,12.708,validacion
2000,2,SC_Chile_PS,3,2,1058351.007,46.082,26.352,2.209,0.188,198765.198,26.883,validacion
2000,2,SC_Chile_PS,3,3,294030.421,12.802,28.609,5.733,0.247,72487.455,9.804,validacion
2000,2,SC_Chile_PS,3,4,103566.22,4.509,32.391,12.263,0.37,38359.533,5.188,validacion
2000,2,SC_Chile_PS,3,5,42409.438,1.847,37.614,18.3,0.596,25275.836,3.419,validacion
2000,2,SC_Chile_PS,3,6,54827.708,2.387,42.806,18.215,0.887,48658.294,6.581,validacion
2000,2,SC_Chile_PS,3,7,65275.325,2.842,45.604,16.856,1.077,70313.841,9.51,validacion
2000,2,SC_Chile_PS,3,8,76907.238,3.349,46.739,11.422,1.153,88669.096,11.992,validacion
2000,2,SC_Chile_PS,3,9,37416.03,1.629,48.164,18.294,1.279,47846.683,6.471,validacion
2000,2,SC_Chile_PS,3,10,18695.843,0.814,49.572,16.784,1.396,26091.309,3.529,validacion
2000,2,SC_Chile_PS,3,11,11200.779,0.488,51.921,13.365,1.605,17977.337,2.431,validacion
2000,2,SC_Chile_PS,3,12,5498.027,0.239,55.776,7.972,1.996,10973.126,1.484,validacion
2000,2,SC_Chile_PS,4,0,124.856,0.011,20.572,3.724,0.097,12.093,0.003,validacion
2000,2,SC_Chile_PS,4,1,217476.352,18.538,26.901,2.726,0.214,46545.825,13.343,validacion
2000,2,SC_Chile_PS,4,2,509064.61,43.393,28.583,2.991,0.257,130739.73,37.478,validacion
2000,2,SC_Chile_PS,4,3,275958.866,23.523,31.024,4.66,0.33,91037.184,26.096,validacion
2000,2,SC_Chile_PS,4,4,127839.771,10.897,33.629,5.356,0.42,53747.45,15.407,validacion
2000,2,SC_Chile_PS,4,5,32035.622,2.731,36.807,6.817,0.552,17693.763,5.072,validacion
2000,2,SC_Chile_PS,4,6,7464.822,0.636,39.873,13.802,0.71,5303.647,1.52,validacion
2000,2,SC_Chile_PS,4,7,1695.926,0.145,44.798,26.116,1.022,1733.043,0.497,validacion
2000,2,SC_Chile_PS,4,8,1043.022,0.089,49.74,18.833,1.378,1437.71,0.412,validacion
2000,2,SC_Chile_PS,4,9,243.634,0.021,49.422,19.725,1.354,329.847,0.095,validacion
2000,2,SC_Chile_PS,4,10,187.296,0.016,50.472,2.6,1.412,264.514,0.076,validacion
2000,2,SC_Chile_PS,4,11,1.742,0,58,0,2.14,3.729,0.001,validacion
2001,2,SC_Chile_PS,1,1,5977.585,0.278,20.891,1.195,0.097,579.653,0.1,validacion
2001,2,SC_Chile_PS,1,2,1200164.161,55.86,25.844,4.308,0.19,228453.689,39.52,validacion
2001,2,SC_Chile_PS,1,3,588297.408,27.382,28.798,2.997,0.264,155431.429,26.888,validacion
2001,2,SC_Chile_PS,1,4,206007.158,9.588,30.916,3.576,0.33,67919.568,11.749,validacion
2001,2,SC_Chile_PS,1,5,52859.398,2.46,34.746,5.657,0.476,25148.723,4.35,validacion
2001,2,SC_Chile_PS,1,6,33396.098,1.554,37.878,7.428,0.623,20819.869,3.602,validacion
2001,2,SC_Chile_PS,1,7,21507.158,1.001,42.085,15.99,0.876,18844.619,3.26,validacion
2001,2,SC_Chile_PS,1,8,13931.2,0.648,47.077,17.584,1.238,17244.498,2.983,validacion
2001,2,SC_Chile_PS,1,9,14593.076,0.679,50.84,10.426,1.553,22664.43,3.921,validacion
2001,2,SC_Chile_PS,1,10,4819.388,0.224,51.899,7.981,1.65,7953.265,1.376,validacion
2001,2,SC_Chile_PS,1,11,4030.165,0.188,53.797,9.013,1.846,7441.584,1.287,validacion
2001,2,SC_Chile_PS,1,12,2932.923,0.137,54.312,7.122,1.898,5565.947,0.963,validacion
2001,2,SC_Chile_PS,2,1,17560.455,1.051,25.614,3.862,0.18,3166.371,0.514,validacion
2001,2,SC_Chile_PS,2,2,769729.479,46.057,26.418,3.057,0.198,152269.391,24.738,validacion
2001,2,SC_Chile_PS,2,3,471020.506,28.184,28.367,3.091,0.247,116469.445,18.922,validacion
2001,2,SC_Chile_PS,2,4,156429.138,9.36,30.983,3.739,0.327,51131.091,8.307,validacion
2001,2,SC_Chile_PS,2,5,51987.729,3.111,34.526,5.198,0.461,23964.207,3.893,validacion
2001,2,SC_Chile_PS,2,6,28583.161,1.71,38.113,6.594,0.63,18018.067,2.927,validacion
2001,2,SC_Chile_PS,2,7,33146.78,1.983,43.045,9.35,0.928,30748.353,4.995,validacion
2001,2,SC_Chile_PS,2,8,26969.831,1.614,45.884,14.482,1.142,30803.909,5.004,validacion
2001,2,SC_Chile_PS,2,9,36330.723,2.174,49.643,10.726,1.453,52775.179,8.574,validacion
2001,2,SC_Chile_PS,2,10,36816.36,2.203,51.159,9.973,1.595,58705.344,9.537,validacion
2001,2,SC_Chile_PS,2,11,31384.041,1.878,52.977,10.923,1.781,55901.398,9.082,validacion
2001,2,SC_Chile_PS,2,12,11295.067,0.676,54.121,13.575,1.91,21577.35,3.505,validacion
2001,2,SC_Chile_PS,3,1,267208.642,13.88,25.963,3.09,0.182,48746.937,7.031,validacion
2001,2,SC_Chile_PS,3,2,620492.65,32.231,26.85,4.528,0.204,126657.881,18.269,validacion
2001,2,SC_Chile_PS,3,3,477633.829,24.811,28.474,3.372,0.244,116625.915,16.822,validacion
2001,2,SC_Chile_PS,3,4,207011.072,10.753,30.934,4.185,0.318,65795.568,9.49,validacion
2001,2,SC_Chile_PS,3,5,69709.754,3.621,34.585,5.48,0.453,31591.38,4.557,validacion
2001,2,SC_Chile_PS,3,6,49067.929,2.549,38.606,9.654,0.647,31728.367,4.576,validacion
2001,2,SC_Chile_PS,3,7,70815.174,3.678,42.519,9.585,0.875,61957.819,8.937,validacion
2001,2,SC_Chile_PS,3,8,77041.453,4.002,45.768,12.564,1.108,85350.644,12.311,validacion
2001,2,SC_Chile_PS,3,9,52551.149,2.73,48.215,17.03,1.313,68989.442,9.951,validacion
2001,2,SC_Chile_PS,3,10,21884.391,1.137,50.517,13.624,1.512,33091.392,4.773,validacion
2001,2,SC_Chile_PS,3,11,10191.463,0.529,54.444,12.102,1.909,19459.126,2.807,validacion
2001,2,SC_Chile_PS,3,12,1515.9,0.079,56.508,29.489,2.186,3314.2,0.478,validacion
2001,2,SC_Chile_PS,4,1,150197.033,9.498,25.35,2.297,0.187,28106.75,5.733,validacion
2001,2,SC_Chile_PS,4,2,405595.196,25.648,27.517,3.554,0.241,97700.33,19.927,validacion
2001,2,SC_Chile_PS,4,3,549733.538,34.763,29.708,3.163,0.303,166544.376,33.969,validacion
2001,2,SC_Chile_PS,4,4,297113.34,18.788,31.339,4.229,0.357,106111.041,21.643,validacion
2001,2,SC_Chile_PS,4,5,111882.207,7.075,33.624,6.353,0.444,49676.109,10.132,validacion
2001,2,SC_Chile_PS,4,6,45289.206,2.864,36.325,6.362,0.56,25366.853,5.174,validacion
2001,2,SC_Chile_PS,4,7,14924.289,0.944,38.945,6.528,0.691,10312.028,2.103,validacion
2001,2,SC_Chile_PS,4,8,4770.568,0.302,41.369,9.479,0.833,3974.406,0.811,validacion
2001,2,SC_Chile_PS,4,9,817.14,0.052,47.358,4.568,1.243,1015.542,0.207,validacion
2001,2,SC_Chile_PS,4,10,654.983,0.041,49.002,10.412,1.388,909.304,0.185,validacion
2001,2,SC_Chile_PS,4,11,211.486,0.013,46.787,6.366,1.201,254.001,0.052,validacion
2001,2,SC_Chile_PS,4,12,205.09,0.013,50.554,11.94,1.528,313.327,0.064,validacion
2002,2,SC_Chile_PS,1,1,212.465,0.017,19,0,0.07,14.779,0.003,validacion
2002,2,SC_Chile_PS,1,2,496046.92,38.883,25.872,3.211,0.187,92639.74,19.942,validacion
2002,2,SC_Chile_PS,1,3,354317.226,27.773,28.469,2.841,0.251,89023.295,19.163,validacion
2002,2,SC_Chile_PS,1,4,185481.818,14.539,30.548,3.756,0.314,58276.934,12.545,validacion
2002,2,SC_Chile_PS,1,5,66202.039,5.189,33.341,6.382,0.416,27550.555,5.931,validacion
2002,2,SC_Chile_PS,1,6,32279.683,2.53,37.838,7.858,0.619,19986.444,4.302,validacion
2002,2,SC_Chile_PS,1,7,26929.856,2.111,40.99,9.97,0.798,21480.582,4.624,validacion
2002,2,SC_Chile_PS,1,8,31901.58,2.501,45.909,7.639,1.131,36073.918,7.765,validacion
2002,2,SC_Chile_PS,1,9,31195.81,2.445,48.575,7.081,1.348,42043.573,9.05,validacion
2002,2,SC_Chile_PS,1,10,32308.445,2.533,49.696,8.533,1.45,46857.643,10.087,validacion
2002,2,SC_Chile_PS,1,11,14137.582,1.108,50.742,11.411,1.554,21964.581,4.728,validacion
2002,2,SC_Chile_PS,1,12,4731.231,0.371,53.447,11.355,1.827,8642.335,1.86,validacion
2002,2,SC_Chile_PS,2,1,14603.775,0.725,25.707,2.97,0.181,2642.415,0.321,validacion
